Name,Status,Section,Activity,Term,Mode of Delivery,Interval,Days,Start Time,End Time,Section Comments,Requires In-Person Attendance,Total Seats Remaining:,Currently Registered:,General Seats Remaining:,Restricted Seats Remaining*:,Course URL
"FANNIN, R JONATHAN",Blocked,CIVL 210 L2C,Laboratory,2,In-Person,,Tue,15:00,17:00,,Yes,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=210&section=L2C
"FANNIN, R JONATHAN",Blocked,CIVL 210 L2D,Laboratory,2,In-Person,,Tue,15:00,17:00,,Yes,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=210&section=L2D
"FANNIN, R JONATHAN",Blocked,CIVL 210 L2E,Laboratory,2,In-Person,,Wed,15:00,17:00,,Yes,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=210&section=L2E
"FANNIN, R JONATHAN",Blocked,CIVL 210 L2F,Laboratory,2,In-Person,,Wed,15:00,17:00,,Yes,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=210&section=L2F
"FANNIN, R JONATHAN",Blocked,CIVL 210 L2G,Laboratory,2,In-Person,,Thu,15:00,17:00,,Yes,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=210&section=L2G
"FANNIN, R JONATHAN",Blocked,CIVL 210 L2H,Laboratory,2,In-Person,,Thu,15:00,17:00,,Yes,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=210&section=L2H
"FANNIN, R JONATHAN",STT,CIVL 210 T2A,Tutorial,2,In-Person,,Mon,14:00,15:00,,Yes,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=210&section=T2A
"FANNIN, R JONATHAN",STT,CIVL 210 T2B,Tutorial,2,In-Person,,Wed,14:00,15:00,,Yes,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=210&section=T2B
"FANNIN, R JONATHAN",Restricted,CIVL 413 201,Lecture,2,In-Person,,Tue Thu,15:00,16:30,"Section Comments  Do NOT contact the professor regarding registration problems.If the course is full, please fill out the online course registration form available at the below web link http://www.civil.ubc.ca/webform/course-request-registration-form and submit it electronically. Please check back regularly to see if space opens up in the class.  All applications requesting admission to the course will be considered in August.  Priority will be given to students requiring the course as a core component to their program and to Civil Engineering students requesting the course as a technical elective (if applicable).  You will be advised in August if you have been admitted to the class or not.",Yes,24,19,0,24,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=413&section=201
"FANNIN, R JONATHAN",,CIVL 579 101,Lecture,1,In-Person,,Wed,10:00,12:00,"Section Comments  Do NOT contact the professor regarding registration problems.If the course is full, please fill out the online course registration form available at the below web link http://www.civil.ubc.ca/webform/course-request-registration-form and submit it electronically. Please check back regularly to see if space opens up in the class.  All applications requesting admission to the course will be considered in August.  Priority will be given to students requiring the course as a core component to their program and to Civil Engineering students requesting the course as a technical elective (if applicable).  You will be advised in August if you have been admitted to the class or not.",Yes,57,3,40,17,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=579&section=101
"FANNIN, R JONATHAN",Blocked,CIVL 592A 002,Directed Studies,2,In-Person,,,,,,Yes,0,5,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=592A&section=002
"MURCIA, MARIA",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1704008&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"TAIEBAT, MAHDI",Blocked,CIVL 210 201,Lecture,2,In-Person,,Tue,11:00,12:30,"Section Comments  Do NOT contact the professor regarding registration problems.If the course is full, please fill out the online course registration form available at the below web link http://www.civil.ubc.ca/webform/course-request-registration-form and submit it electronically. Please check back regularly to see if space opens up in the class.  All applications requesting admission to the course will be considered in August.  Priority will be given to students requiring the course as a core component to their program and to Civil Engineering students requesting the course as a technical elective (if applicable).  You will be advised in August if you have been admitted to the class or not.",Yes,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=210&section=201
"TAIEBAT, MAHDI",,,Lecture,2,In-Person,,Thu,8:00,9:30,"Section Comments  Do NOT contact the professor regarding registration problems.If the course is full, please fill out the online course registration form available at the below web link http://www.civil.ubc.ca/webform/course-request-registration-form and submit it electronically. Please check back regularly to see if space opens up in the class.  All applications requesting admission to the course will be considered in August.  Priority will be given to students requiring the course as a core component to their program and to Civil Engineering students requesting the course as a technical elective (if applicable).  You will be advised in August if you have been admitted to the class or not.",Yes
"TAIEBAT, MAHDI",Blocked,CIVL 210 L2A,Laboratory,2,In-Person,,Mon,15:00,17:00,,Yes,0,30,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=210&section=L2A
"TAIEBAT, MAHDI",Blocked,CIVL 210 L2B,Laboratory,2,In-Person,,Mon,15:00,17:00,,Yes,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=210&section=L2B
"TAIEBAT, MAHDI",Blocked,CIVL 210 L2C,Laboratory,2,In-Person,,Tue,15:00,17:00,,Yes,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=210&section=L2C
"TAIEBAT, MAHDI",Blocked,CIVL 210 L2D,Laboratory,2,In-Person,,Tue,15:00,17:00,,Yes,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=210&section=L2D
"TAIEBAT, MAHDI",Blocked,CIVL 210 L2E,Laboratory,2,In-Person,,Wed,15:00,17:00,,Yes,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=210&section=L2E
"TAIEBAT, MAHDI",Blocked,CIVL 210 L2F,Laboratory,2,In-Person,,Wed,15:00,17:00,,Yes,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=210&section=L2F
"TAIEBAT, MAHDI",Blocked,CIVL 210 L2G,Laboratory,2,In-Person,,Thu,15:00,17:00,,Yes,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=210&section=L2G
"TAIEBAT, MAHDI",Blocked,CIVL 210 L2H,Laboratory,2,In-Person,,Thu,15:00,17:00,,Yes,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=210&section=L2H
"TAIEBAT, MAHDI",STT,CIVL 210 T2A,Tutorial,2,In-Person,,Mon,14:00,15:00,,Yes,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=210&section=T2A
"TAIEBAT, MAHDI",STT,CIVL 210 T2B,Tutorial,2,In-Person,,Wed,14:00,15:00,,Yes,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=210&section=T2B
"TAIEBAT, MAHDI",Restricted,CIVL 580 101,Lecture,1,In-Person,,Fri,9:30,12:30,Section Comments  Do NOT contact the professor regarding registration problems.Please check back regularly to see if space opens up in the class.   Priority will be given to students requiring the course as a core component to their program and to Civil Engineering students requesting the course as a technical elective (if applicable).  If you cannot register because of the registration restriction please register to the waitlist and meet the instructor on the first day of the class.,Yes,16,9,0,16,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=580&section=101
"BARON, JENNIFER",Restricted,GEM 500 921,Lecture,1,In-Person,,Mon,15:00,17:00,Section Comments  Condensed course to Oct 28.,Yes,3,31,0,3,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=GEM&course=500&section=921
"BARON, JENNIFER",Restricted,GEM 500 L21,Laboratory,1,In-Person,,Wed,15:00,17:00,Section Comments  Lab section in person.,Yes,3,31,0,3,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=GEM&course=500&section=L21
"FRAZIER, RYAN",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1489844&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"HACKER, PAUL",Restricted,GEM 521 201,Lecture,2,In-Person,,Tue,9:00,12:00,,Yes,8,28,0,8,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=GEM&course=521&section=201
"KLINKENBERG, BRIAN",,GEOS 479 101,Research,1,In-Person,,Wed,10:00,12:00,,Yes,2,23,2,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=GEOS&course=479&section=101
"KLINKENBERG, BRIAN",,GEOS 479 L1A,Laboratory,1,In-Person,,Fri,10:00,12:00,,Yes,3,22,3,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=GEOS&course=479&section=L1A
"SHINNIMIN, LAUREN",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=2205735&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"TOMPALSKI, PIOTR ADAM",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1989181&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"ALMAS, ANDREW",,UFOR 100 101,Lecture,1,In-Person,,Tue Thu,12:30,14:00,"Section Comments  The required course textbook is Ferrini, F., Konijnendijk van den Bosch, C., Fini, F. (eds.), 2017. Routledge Handbook of Urban Forestry. Routledge, London etc. Students can purchase an electronic version of the book at https://www.routledge.com/Routledge-Handbook-of-Urban-Forestry/Ferrini-Konijnendijk-van-den-Bosch-Fini/p/book/9781138647282. Further instructions will be provided at the start of the course.",Yes,26,134,26,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=100&section=101
"ALMAS, ANDREW",,UFOR 400 201,Field Trip,2,In-Person,,,,,,Yes,6,49,6,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=400&section=201
"ALMAS, ANDREW",,UFOR 401 101,Lecture,1-2,In-Person,,Fri,14:00,17:00,,Yes,15,45,15,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=401&section=101
"ALMAS, ANDREW",,,Lecture,1-2,In-Person,,Tue Thu,11:00,14:00,,Yes
"ALMAS, ANDREW",,UFOR 401 L01,Laboratory,1-2,In-Person,,Mon,14:30,15:30,,Yes,15,45,15,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=401&section=L01
"ALMAS, ANDREW",,,Laboratory,1-2,In-Person,,Fri,15:30,18:30,,Yes
"ALMAS, ANDREW",,UFOR 402 201,Lecture,2,In-Person,,Mon Wed,12:30,14:00,,Yes,46,34,46,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=402&section=201
"ALMAS, ANDREW",Restricted,UFOR 512 101,Lecture,1,Online,,Tue Thu,9:00,10:30,,No,1,9,0,1,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=512&section=101
"ALMAS, ANDREW",Restricted,UFOR 523 201,Lecture,2,Online,,Tue,10:00,12:00,,No,4,6,0,4,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=523&section=201
"BENSON-AMRAM, SARAH",Blocked,BIOL 310 201,Lecture,2,In-Person,,Tue Thu,9:30,11:00,,Yes,0,60,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=BIOL&course=310&section=201
"BENSON-AMRAM, SARAH",,UFOR 495 201,Lecture,2,In-Person,,Mon Wed Fri,14:00,15:00,,Yes,5,55,5,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=495&section=201
"BRINSON, PETER",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1832999&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"CROY, OWEN",Restricted,UFOR 300 101,Lecture,1,In-Person,,Tue,14:00,17:00,,Yes,35,45,0,35,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=300&section=101
"CROY, OWEN",,UFOR 300 L01,Laboratory,1,In-Person,,Thu,14:00,17:00,,Yes,35,45,35,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=300&section=L01
"CROY, OWEN",Restricted,UFOR 512 101,Lecture,1,Online,,Tue Thu,9:00,10:30,,No,1,9,0,1,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=512&section=101
"CZEKAJLO, AGATHA",Restricted,UFOR 449C 203,Directed Studies,2,Online,,Mon Wed,10:00,11:30,,No,2,2,0,2,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=449C&section=203
"CZEKAJLO, AGATHA",Restricted,UFOR 522 201,Lecture,2,Online,,Mon Wed,10:00,11:30,Section Comments  Meets with UFOR 449C-203,No,3,7,0,3,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=522&section=201
"DAVIS, EGAN",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1989214&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"DE GREEFF, PAUL",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1367088&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"DETTMER, JOERN",Blocked,UFOR 449C 001,Directed Studies,1-2,In-Person,,Thu,17:00,19:00,,Yes,0,9,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=449C&section=001
"DETTMER, JOERN",,,Directed Studies,1-2,In-Person,,Thu,14:00,16:00,,Yes
"DETTMER, JOERN",Restricted,WOOD 292 201,Lecture,2,In-Person,,Mon,10:00,12:00,,Yes,18,12,0,18,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=292&section=201
"DETTMER, JOERN",Restricted,WOOD 292 L01,Laboratory,2,In-Person,,Fri,10:00,12:00,,Yes,18,12,0,18,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=292&section=L01
"DETTMER, JOERN",,WOOD 488 101,Lecture,1,In-Person,,Tue,14:30,17:30,,Yes,18,12,18,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=488&section=101
"DEVISSCHER, TAHIA",,UFOR 200 101,Lecture,1,In-Person,,Mon Wed,14:00,15:30,Section Comments  The instructor will use The Oxford textbook of Nature and Public Health. https://global.oup.com/academic/product/oxford-textbook-of-nature-and-public-health-9780198725916?cc=se and lang=en and,Yes,12,88,12,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=200&section=101
"DEVISSCHER, TAHIA",,UFOR 220 101,Lecture,1,In-Person,,Fri,9:00,12:00,,Yes,25,55,25,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=220&section=101
"HANNA, MEAGAN",Restricted,UFOR 521 101,Lecture,1,Online,,Mon,10:00,11:00,,No,3,7,0,3,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=521&section=101
"HANNA, MEAGAN",,,Lecture,1,Online,,Fri,14:00,15:30,,No
"LANE, STEFANIE",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1990987&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"MCHALE, MELISSA",,UFOR 401 101,Lecture,1-2,In-Person,,Fri,14:00,17:00,,Yes,15,45,15,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=401&section=101
"MCHALE, MELISSA",,,Lecture,1-2,In-Person,,Tue Thu,11:00,14:00,,Yes
"MCHALE, MELISSA",,UFOR 401 L01,Laboratory,1-2,In-Person,,Mon,14:30,15:30,,Yes,15,45,15,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=401&section=L01
"MCHALE, MELISSA",,,Laboratory,1-2,In-Person,,Fri,15:30,18:30,,Yes
"NITOSLAWSKI, SOPHIE",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=2033682&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"PARK, KEUNHYUN",,UFOR 110 201,Lecture,2,In-Person,,Tue Thu,9:30,11:00,,Yes,30,70,30,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=110&section=201
"ROUT, ANGELA",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=2337026&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"VAN DEN BOSCH, MATILDA",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1780857&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"AHMADVAND, SAHAR",,WOOD 330 101,Lecture,1,In-Person,,Tue Thu,9:00,10:00,Section Comments  This course is open to non-Forestry students.  Please contact the instructor (taraneh.sowlati@ubc.ca).,Yes,19,41,19,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=330&section=101
"AHMADVAND, SAHAR",,WOOD 330 L01,Laboratory,1,In-Person,,Thu,10:30,12:30,,Yes,20,40,20,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=330&section=L01
"AHMADVAND, SAHAR",Restricted,WOOD 572C 102,Lecture,1,In-Person,,Tue Thu,9:00,10:00,Section Comments  Graduate-level verstion of Wood 330.101 Industrial Engineering,Yes,4,1,0,4,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=572C&section=102
"AHMADVAND, SAHAR",,WOOD 572C L02,Laboratory,1,In-Person,,Thu,10:30,12:30,,Yes,4,1,4,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=572C&section=L02
"COOL, JULIE",,WOOD 335 101,Lecture,1,In-Person,,Mon Wed,11:00,12:00,,Yes,28,37,28,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=335&section=101
"COOL, JULIE",,WOOD 335 L01,Laboratory,1,In-Person,,Fri,10:00,12:00,,Yes,28,37,28,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=335&section=L01
"COOL, JULIE",,,Laboratory,1,In-Person,,Fri,11:00,12:00,,Yes
"COOL, JULIE",,WOOD 384 101,Lecture,1,In-Person,,Mon Wed Fri,13:00,14:00,,Yes,24,36,24,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=384&section=101
"COOL, JULIE",,WOOD 384 L01,Laboratory,1,In-Person,,Tue,14:00,16:00,,Yes,24,36,24,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=384&section=L01
"COOL, JULIE",,WOOD 494 101,Lecture,1,In-Person,,Mon Wed Fri,9:00,10:00,,Yes,23,17,23,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=494&section=101
"COOL, JULIE",,WOOD 494 L01,Laboratory,1,In-Person,,Thu,9:00,12:00,,Yes,23,17,23,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=494&section=L01
"COWE, JENNIFER",Full,WRDS 150A 121,Lecture,1,In-Person,,Mon Wed Fri,10:00,11:00,"Section Comments  This section is for students in the Faculty of Arts.Please visit https://jwam.ubc.ca/undergraduate/writing-requirements/arts-students/ for section topics.Students in the Faculty of Arts require only ONE of WRDS 150, WRDS 350, ENGL 100, ARTS 001 (Arts One), ASTU 100 or 101 (Coordinated Arts Program) to satisfy the Arts Writing Requirement.Instructors are not able to add students directly to their sections. If you have registration questions, please contact wrds.advisor@ubc.ca",Yes,0,26,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WRDS&course=150A&section=121
"COWE, JENNIFER",Full,WRDS 150A 133,Lecture,1,In-Person,,Mon Wed Fri,11:00,12:00,"Section Comments  This section is for students in the Faculty of Arts.Please visit https://jwam.ubc.ca/undergraduate/writing-requirements/arts-students/ for section topics.Students in the Faculty of Arts require only ONE of WRDS 150, WRDS 350, ENGL 100, ARTS 001 (Arts One), ASTU 100 or 101 (Coordinated Arts Program) to satisfy the Arts Writing Requirement.Instructors are not able to add students directly to their sections. If you have registration questions, please contact wrds.advisor@ubc.ca",Yes,0,29,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WRDS&course=150A&section=133
"COWE, JENNIFER",Full,WRDS 150A 152,Lecture,1,In-Person,,Mon Wed Fri,13:00,14:00,"Section Comments  This section is for students in the Faculty of Arts.Please visit https://jwam.ubc.ca/undergraduate/writing-requirements/arts-students/ for section topics.Students in the Faculty of Arts require only ONE of WRDS 150, WRDS 350, ENGL 100, ARTS 001 (Arts One), ASTU 100 or 101 (Coordinated Arts Program) to satisfy the Arts Writing Requirement.Instructors are not able to add students directly to their sections. If you have registration questions, please contact wrds.advisor@ubc.ca",Yes,0,28,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WRDS&course=150A&section=152
"COWE, JENNIFER",Full,WRDS 150A 162,Lecture,1,In-Person,,Mon Wed Fri,14:00,15:00,"Section Comments  This section is for students in the Faculty of Arts.Please visit https://jwam.ubc.ca/undergraduate/writing-requirements/arts-students/ for section topics.Students in the Faculty of Arts require only ONE of WRDS 150, WRDS 350, ENGL 100, ARTS 001 (Arts One), ASTU 100 or 101 (Coordinated Arts Program) to satisfy the Arts Writing Requirement.Instructors are not able to add students directly to their sections. If you have registration questions, please contact wrds.advisor@ubc.caa.",Yes,0,29,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WRDS&course=150A&section=162
"COWE, JENNIFER",Full,WRDS 150A 332,Lecture,2,In-Person,,Mon Wed Fri,11:00,12:00,"Section Comments  This section is for students in the Faculty of Arts.Please visit https://jwam.ubc.ca/undergraduate/writing-requirements/arts-students/ for section topics.Students in the Faculty of Arts require only ONE of WRDS 150, WRDS 350, ENGL 100, ARTS 001 (Arts One), ASTU 100 or 101 (Coordinated Arts Program) to satisfy the Arts Writing Requirement.Instructors are not able to add students directly to their sections. If you have registration questions, please contact wrds.advisor@ubc.ca",Yes,0,32,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WRDS&course=150A&section=332
"COWE, JENNIFER",Full,WRDS 150A 353,Lecture,2,In-Person,,Mon Wed Fri,13:00,14:00,"Section Comments  This section is for students in the Faculty of Arts.Please visit https://jwam.ubc.ca/undergraduate/writing-requirements/arts-students/ for section topics.Students in the Faculty of Arts require only ONE of WRDS 150, WRDS 350, ENGL 100, ARTS 001 (Arts One), ASTU 100 or 101 (Coordinated Arts Program) to satisfy the Arts Writing Requirement.Instructors are not able to add students directly to their sections. If you have registration questions, please contact wrds.advisor@ubc.ca",Yes,0,30,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WRDS&course=150A&section=353
"COWE, JENNIFER",Full,WRDS 150A 362,Lecture,2,In-Person,,Mon Wed Fri,14:00,15:00,"Section Comments  This section is for students in the Faculty of Arts.Please visit https://jwam.ubc.ca/undergraduate/writing-requirements/arts-students/ for section topics.Students in the Faculty of Arts require only ONE of WRDS 150, WRDS 350, ENGL 100, ARTS 001 (Arts One), ASTU 100 or 101 (Coordinated Arts Program) to satisfy the Arts Writing Requirement.Instructors are not able to add students directly to their sections. If you have registration questions, please contact wrds.advisor@ubc.ca",Yes,0,29,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WRDS&course=150A&section=362
"CRAMOND, PATRICK",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1230683&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"DAI, CHUNPING",,WOOD 487 201,Lecture,2,In-Person,,Fri,10:00,12:00,,Yes,16,44,16,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=487&section=201
"DAI, CHUNPING",,WOOD 487 L01,Laboratory,2,In-Person,,Tue,11:00,14:00,,Yes,6,24,6,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=487&section=L01
"DAI, CHUNPING",,WOOD 487 L02,Laboratory,2,In-Person,,Thu,11:00,14:00,,Yes,10,20,10,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=487&section=L02
"DAI, CHUNPING",,WOOD 572C 103,Lecture,1,Online,,Tue,10:00,13:00,"Section Comments  This is a web-based course on Bamboo Science and Products. The physical, chemical and mechanical properties of bamboo, applications and manufacturing processes of bamboo products.",No,5,0,5,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=572C&section=103
"FELL, DAVID",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1310906&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"FUERST, ROBERT",,WOOD 290 201,Lecture,2,In-Person,,Wed,10:00,12:00,,Yes,22,18,22,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=290&section=201
"FUERST, ROBERT",,WOOD 290 L01,Laboratory,2,In-Person,,Tue,14:00,17:00,,Yes,22,18,22,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=290&section=L01
"FUERST, ROBERT",,WOOD 485 101,Lecture,1,In-Person,,Tue,9:00,12:00,,Yes,15,30,15,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=485&section=101
"FUERST, ROBERT",,,Lecture,1,In-Person,,Wed,17:00,18:30,,Yes
"FUERST, ROBERT",,WOOD 485 L01,Laboratory,1,In-Person,,Fri,10:00,11:00,,Yes,15,30,15,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=485&section=L01
"FUERST, ROBERT",,WOOD 499 201,Lecture,2,In-Person,,Mon Wed,15:00,17:00,Section Comments  Students should register into Lecture section 201.  They will later be moved into other Lecture sections as their project groups are decided.,Yes,50,10,50,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=499&section=201
"FUERST, ROBERT",Unreleased,WOOD 499 202,Lecture,2,In-Person,,Mon Wed,15:00,17:00,,Yes,0,8,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=499&section=202
